synnifI4	0	22953	1	0
synnifI4	0	22953	2	0
synnifI4	0	22953	3	0
synnifI4	0	22953	4	0
synnifI4	0	22953	5	0
synnifI4	0	22953	6	0
synnifI4	0	22953	7	0
synnifI4	0	22953	8	0
synnifI4	0	22953	9	0
synnifI4	0	22953	10	0
synnifI4	0	22953	11	0
synnifI4	0	22953	12	0
synnifI4	0	22953	13	0
synnifI4	0	22953	14	0
synnifI4	0	22953	15	0
synnifI4	0	22953	16	0
synnifI4	0	22953	17	0
synnifI4	0	22953	18	0
synnifI4	0	22953	19	0
synnifI4	0	22953	20	0
synnifI4	0	22953	21	0
synnifI4	0	22953	22	0
synnifI4	0	22953	23	0
synnifI4	0	22953	24	0
synnifI4	0	22953	25	0
synnifI4	0	22953	26	0
synnifI4	0	22953	27	0
synnifI4	0	22953	28	0
synnifI4	0	22953	29	0
synnifI4	0	22953	30	0
synnifI4	0	22953	31	0
synnifI4	0	22953	32	0
synnifI4	0	22953	33	0
synnifI4	0	22953	34	0
synnifI4	0	22953	35	9
synnifI4	0	22953	36	9
synnifI4	0	22953	37	9
synnifI4	0	22953	38	9
synnifI4	0	22953	39	9
synnifI4	0	22953	40	9
synnifI4	0	22953	41	9
synnifI4	0	22953	42	9
synnifI4	0	22953	43	9
synnifI4	0	22953	44	9
synnifI4	0	22953	45	9
synnifI4	0	22953	46	9
synnifI4	0	22953	47	24
synnifI4	0	22953	48	24
synnifI4	0	22953	49	24
synnifI4	0	22953	50	24
synnifI4	0	22953	51	24
synnifI4	0	22953	52	24
synnifI4	0	22953	53	24
synnifI4	0	22953	54	24
synnifI4	0	22953	55	24
synnifI4	0	22953	56	24
synnifI4	0	22953	57	24
synnifI4	0	22953	58	24
synnifI4	0	22953	59	24
synnifI4	0	22953	60	24
synnifI4	0	22953	61	24
synnifI4	0	22953	62	24
synnifI4	0	22953	63	24
synnifI4	0	22953	64	24
synnifI4	0	22953	65	32
synnifI4	0	22953	66	32
synnifI4	0	22953	67	32
synnifI4	0	22953	68	32
synnifI4	0	22953	69	32
synnifI4	0	22953	70	32
synnifI4	0	22953	71	32
synnifI4	0	22953	72	32
synnifI4	0	22953	73	32
synnifI4	0	22953	74	32
synnifI4	0	22953	75	32
synnifI4	0	22953	76	32
synnifI4	0	22953	77	32
synnifI4	0	22953	78	32
synnifI4	0	22953	79	32
synnifI4	0	22953	80	32
synnifI4	0	22953	81	32
synnifI4	0	22953	82	32
synnifI4	0	22953	83	32
synnifI4	0	22953	84	32
synnifI4	0	22953	85	32
synnifI4	0	22953	86	32
synnifI4	0	22953	87	32
synnifI4	0	22953	88	32
synnifI4	0	22953	89	32
synnifI4	0	22953	90	32
synnifI4	0	22953	91	32
synnifI4	0	22953	92	32
synnifI4	0	22953	93	32
synnifI4	0	22953	94	32
synnifI4	0	22953	95	32
synnifI4	0	22953	96	32
synnifI4	0	22953	97	32
