synnifI4	0	22953	1	220
synnifI4	0	22953	2	221
synnifI4	0	22953	3	222
synnifI4	0	22953	4	223
synnifI4	0	22953	5	234
synnifI4	0	22953	6	249
synnifI4	0	22953	7	249
synnifI4	0	22953	8	261
synnifI4	0	22953	9	269
synnifI4	0	22953	10	269
synnifI4	0	22953	11	291
synnifI4	0	22953	12	291
synnifI4	0	22953	13	291
synnifI4	0	22953	14	291
synnifI4	0	22953	15	291
synnifI4	0	22953	16	306
synnifI4	0	22953	17	320
synnifI4	0	22953	18	335
synnifI4	0	22953	19	335
synnifI4	0	22953	20	335
synnifI4	0	22953	21	336
synnifI4	0	22953	22	336
synnifI4	0	22953	23	336
synnifI4	0	22953	24	336
synnifI4	0	22953	25	359
synnifI4	0	22953	26	374
synnifI4	0	22953	27	374
synnifI4	0	22953	28	374
synnifI4	0	22953	29	374
synnifI4	0	22953	30	374
synnifI4	0	22953	31	384
synnifI4	0	22953	32	384
synnifI4	0	22953	33	384
synnifI4	0	22953	34	384
synnifI4	0	22953	35	384
synnifI4	0	22953	36	384
synnifI4	0	22953	37	405
synnifI4	0	22953	38	408
synnifI4	0	22953	39	424
synnifI4	0	22953	40	427
synnifI4	0	22953	41	426
synnifI4	0	22953	42	424
synnifI4	0	22953	43	424
synnifI4	0	22953	44	424
synnifI4	0	22953	45	422
synnifI4	0	22953	46	421
synnifI4	0	22953	47	421
synnifI4	0	22953	48	421
synnifI4	0	22953	49	421
synnifI4	0	22953	50	421
synnifI4	0	22953	51	421
synnifI4	0	22953	52	421
synnifI4	0	22953	53	420
synnifI4	0	22953	54	422
synnifI4	0	22953	55	423
synnifI4	0	22953	56	428
synnifI4	0	22953	57	428
synnifI4	0	22953	58	390
synnifI4	0	22953	59	381
synnifI4	0	22953	60	374
synnifI4	0	22953	61	369
synnifI4	0	22953	62	397
synnifI4	0	22953	63	401
synnifI4	0	22953	64	410
synnifI4	0	22953	65	436
synnifI4	0	22953	66	436
synnifI4	0	22953	67	485
synnifI4	0	22953	68	493
synnifI4	0	22953	69	501
synnifI4	0	22953	70	502
synnifI4	0	22953	71	525
synnifI4	0	22953	72	525
synnifI4	0	22953	73	525
synnifI4	0	22953	74	530
synnifI4	0	22953	75	548
synnifI4	0	22953	76	548
synnifI4	0	22953	77	555
synnifI4	0	22953	78	555
synnifI4	0	22953	79	555
synnifI4	0	22953	80	555
synnifI4	0	22953	81	564
synnifI4	0	22953	82	564
synnifI4	0	22953	83	556
synnifI4	0	22953	84	565
synnifI4	0	22953	85	613
synnifI4	0	22953	86	613
synnifI4	0	22953	87	595
synnifI4	0	22953	88	595
synnifI4	0	22953	89	569
synnifI4	0	22953	90	587
synnifI4	0	22953	91	601
synnifI4	0	22953	92	601
synnifI4	0	22953	93	601
synnifI4	0	22953	94	601
synnifI4	0	22953	95	636
synnifI4	0	22953	96	643
synnifI4	0	22953	97	638
synnifI4	0	22953	98	632
synnifI4	0	22953	99	651
synnifI4	0	22953	100	636
synnifI4	0	22953	101	636
synnifI4	0	22953	102	636
synnifI4	0	22953	103	636
synnifI4	0	22953	104	637
synnifI4	0	22953	105	637
synnifI4	0	22953	106	628
synnifI4	0	22953	107	614
synnifI4	0	22953	108	618
synnifI4	0	22953	109	608
synnifI4	0	22953	110	618
synnifI4	0	22953	111	629
synnifI4	0	22953	112	615
synnifI4	0	22953	113	626
synnifI4	0	22953	114	634
synnifI4	0	22953	115	634
synnifI4	0	22953	116	634
synnifI4	0	22953	117	629
synnifI4	0	22953	118	615
synnifI4	0	22953	119	600
synnifI4	0	22953	120	600
synnifI4	0	22953	121	599
synnifI4	0	22953	122	600
synnifI4	0	22953	123	600
synnifI4	0	22953	124	614
synnifI4	0	22953	125	615
synnifI4	0	22953	126	639
synnifI4	0	22953	127	642
synnifI4	0	22953	128	642
synnifI4	0	22953	129	657
synnifI4	0	22953	130	673
synnifI4	0	22953	131	675
synnifI4	0	22953	132	667
synnifI4	0	22953	133	667
synnifI4	0	22953	134	678
synnifI4	0	22953	135	699
synnifI4	0	22953	136	723
synnifI4	0	22953	137	731
synnifI4	0	22953	138	723
synnifI4	0	22953	139	723
synnifI4	0	22953	140	718
synnifI4	0	22953	141	714
synnifI4	0	22953	142	714
synnifI4	0	22953	143	714
synnifI4	0	22953	144	714
synnifI4	0	22953	145	714
synnifI4	0	22953	146	714
synnifI4	0	22953	147	746
synnifI4	0	22953	148	766
synnifI4	0	22953	149	776
synnifI4	0	22953	150	810
synnifI4	0	22953	151	810
synnifI4	0	22953	152	857
synnifI4	0	22953	153	856
synnifI4	0	22953	154	891
synnifI4	0	22953	155	895
synnifI4	0	22953	156	890
synnifI4	0	22953	157	895
synnifI4	0	22953	158	895
synnifI4	0	22953	159	895
synnifI4	0	22953	160	896
synnifI4	0	22953	161	921
synnifI4	0	22953	162	945
synnifI4	0	22953	163	919
synnifI4	0	22953	164	944
synnifI4	0	22953	165	935
synnifI4	0	22953	166	916
synnifI4	0	22953	167	916
synnifI4	0	22953	168	1012
synnifI4	0	22953	169	1064
synnifI4	0	22953	170	1127
synnifI4	0	22953	171	1180
synnifI4	0	22953	172	1177
synnifI4	0	22953	173	1184
synnifI4	0	22953	174	1195
synnifI4	0	22953	175	1199
synnifI4	0	22953	176	1189
synnifI4	0	22953	177	1255
synnifI4	0	22953	178	1252
synnifI4	0	22953	179	1252
synnifI4	0	22953	180	1261
synnifI4	0	22953	181	1261
synnifI4	0	22953	182	1252
synnifI4	0	22953	183	1252
synnifI4	0	22953	184	1275
synnifI4	0	22953	185	1284
synnifI4	0	22953	186	1264
synnifI4	0	22953	187	1264
synnifI4	0	22953	188	1290
synnifI4	0	22953	189	1311
synnifI4	0	22953	190	1311
synnifI4	0	22953	191	1293
synnifI4	0	22953	192	1287
synnifI4	0	22953	193	1292
synnifI4	0	22953	194	1291
synnifI4	0	22953	195	1301
synnifI4	0	22953	196	1265
